,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GrLivArea_log,LotArea_log,1stFlrSF_log,2ndFlrSf_log,BsmtUnfSF_log,LotFrontage_log,MasVnrArea_log,Has_MiscVal,MiscVal_log,Has_PoolArea,PoolArea_log,Has_3SsnPorch,3SsnPorch_log,Has_LowQualFinSF,LowQualFinSF_log,Has_ScreenPorch,ScreenPorch_log,Has_EnclosedPorch,EnclosedPorch_log,Has_WoodDeckSF,WoodDeckSF_log,Has_OpenPorchSF,OpenPorchSF_log,Has_MasVnrArea,TotalBsmtFinSF,TotalBsmtFinSF_log,SalePrice_log,LandSlope_mapped,ExterQual_mapped,ExterCond_mapped,BsmtQual_mapped,BsmtCond_mapped,BsmtExposure_mapped,LotShape_mapped,HouseAge,RemodAge,GarageAge,TotalYears,HasGarage
828,828,829,60,RL,80.0,28698,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,TA,7,Min2,0,Attchd,1967.0,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,0,6,2009,WD,Abnorml,185000,7.6624678152002375,10.264617557935098,7.057036981697891,6.874198495453294,0.0,4.394449154672439,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.420534999272286,0,0.0,1,6.18826412308259,0,0.0,0,1013,6.921658184151129,12.128116509451258,1,3,3,3.0,4.0,4,2,42,42,42.0,42,1
829,829,830,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,7,2006,WD,Normal,147400,7.1098794630722715,7.841885928984623,6.255750041753367,6.436150368369428,6.398594934535208,3.2188758248682006,0.0,0,0.0,0,0.0,0,0.0,1,4.394449154672439,0,0.0,0,0.0,0,0.0,1,5.117993812416755,0,0,0.0,11.900912042974875,3,4,3,4.0,3.0,1,4,1,1,1.0,1,1
830,830,831,20,RL,80.0,11900,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,0,6,2008,WD,Normal,166000,7.239214973779806,9.38437770918244,7.239214973779806,0.0,5.8664680569332965,4.394449154672439,5.961005339623274,0,0.0,0,0.0,0,0.0,0,0.0,1,5.262690188904886,0,0.0,0,0.0,0,0.0,1,1040,6.947937068614969,12.019749091416921,3,3,3,3.0,3.0,1,3,51,51,51.0,51,1
831,831,832,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,6,2006,WD,Normal,151000,7.0909098220799835,8.064950891749143,6.255750041753367,6.398594934535208,6.398594934535208,3.4339872044851463,0.0,0,0.0,0,0.0,0,0.0,1,4.394449154672439,0,0.0,0,0.0,0,0.0,1,5.117993812416755,0,0,0.0,11.92504173829169,3,3,3,4.0,3.0,1,4,1,1,1.0,1,1
832,832,833,60,RL,44.0,9548,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,Gd,7,Typ,1,Attchd,2003.0,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,0,1,2010,WD,Normal,237000,7.512071245835466,9.164191715950203,6.848005274576363,6.790097235513905,6.129050210060545,3.8066624897703196,5.4116460518550396,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.262690188904886,1,3.6888794541139363,1,483,6.182084906716632,12.37581963951765,3,4,3,4.0,3.0,1,3,7,7,7.0,7,1
833,833,834,20,RL,100.0,10004,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1964.0,RFn,2,472,TA,TA,Y,0,0,0,0,152,0,0,2,2009,WD,Normal,167000,7.324489979348532,9.210840247017833,7.324489979348532,0.0,6.883462586413092,4.61512051684126,5.198497031265826,0,0.0,0,0.0,0,0.0,0,0.0,1,5.030437921392435,0,0.0,0,0.0,0,0.0,1,541,6.295266001439646,12.025755079404917,3,3,3,3.0,3.0,1,4,45,45,45.0,45,1
834,834,835,20,RL,75.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,GasA,Gd,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1961.0,Unf,2,456,TA,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,139950,7.0431599159883405,8.971575439759016,7.0431599159883405,0.0,6.35088571671474,4.330733340286331,4.919980925828125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,572,6.35088571671474,11.849047640327147,3,3,3,3.0,3.0,1,4,47,47,47.0,47,1
835,835,836,20,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,Attchd,1996.0,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,0,2,2010,WD,Normal,128000,6.97354301952014,9.169622538697624,6.97354301952014,0.0,6.439350371100098,4.110873864173311,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.673323267171493,0,0.0,0,442,6.093569770045136,11.759793355371237,3,3,3,4.0,3.0,1,4,60,15,14.0,15,1
836,836,837,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,1559,0,0,1559,1,0,1,0,2,1,TA,5,Min2,0,Detchd,1948.0,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,0,6,2007,COD,Normal,153500,7.352441100243583,8.999742789830492,7.352441100243583,0.0,7.108244139731541,4.51085950651685,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.442417710521793,0,0.0,1,4.762173934797756,0,338,5.82600010738045,11.941462360646149,3,3,3,3.0,3.0,1,4,59,34,59.0,34,1
837,837,838,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,TA,5,Typ,0,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,100000,6.895682697747868,7.427144133408616,6.182084906716632,6.22455842927536,5.0369526024136295,3.091042453358316,5.0689042022202315,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,330,5.802118375377063,11.51293546492023,3,3,3,3.0,3.0,1,4,35,35,35.0,35,1
838,838,839,20,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,Attchd,1999.0,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,0,6,2008,WD,Normal,144000,7.003065458786462,9.161780181360806,7.003065458786462,0.0,7.003065458786462,4.330733340286331,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.631211781821365,0,0.0,0,0,0.0,11.87757552297847,3,3,3,4.0,3.0,1,4,13,2,9.0,2,1
839,839,840,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1946.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,130500,7.0909098220799835,9.373139262281274,6.645090969505644,6.07073772800249,6.0330862217988015,4.2626798770413155,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,352,5.8664680569332965,11.779136168550774,3,3,3,3.0,3.0,1,4,62,13,62.0,13,1
840,840,841,70,RH,60.0,12155,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,N,SBrkr,810,672,0,1482,0,0,2,0,4,1,Fa,7,Typ,0,Detchd,1934.0,Unf,1,400,TA,TA,P,0,0,254,0,0,0,0,3,2008,WD,Normal,140000,7.301822342137932,9.405578154036684,6.698268054115413,6.511745329644728,6.248042874508429,4.110873864173311,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.541263545158426,0,0.0,0,0.0,0,156,5.056245805348308,11.849404844423074,3,3,3,3.0,3.0,1,3,83,58,74.0,58,1
841,841,842,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,958,581,0,1539,0,0,2,0,3,1,Gd,8,Typ,1,Detchd,1983.0,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,0,6,2008,WD,Normal,157500,7.3395376954076745,9.25349564229011,6.8658910748834385,6.366470447731438,6.478509642208569,4.110873864173311,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.23410650459726,1,4.2626798770413155,1,4.3694478524670215,0,0,0.0,11.967187086434018,3,3,3,3.0,3.0,1,4,104,6,25.0,6,1
842,842,843,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,TA,6,Typ,0,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,0,5,2008,WD,Normal,174900,7.061334366910438,9.107310471656639,7.061334366910438,0.0,5.6240175061873385,4.418840607796598,5.214935757608986,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.867534450455582,1,851,6.747586526829315,12.071975378543236,3,3,3,3.0,3.0,4,4,42,42,42.0,42,1
843,843,844,90,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,TA,10,Typ,0,NoGarage,0.0,NoGarage,0,0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,141000,7.496097345175956,8.987321812850125,7.496097345175956,0.0,7.496097345175956,4.394449154672439,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,11.856522261533737,3,3,3,3.0,3.0,1,4,46,46,2007.0,46,0
844,844,845,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,TA,7,Typ,1,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,0,6,2008,WD,Normal,153900,7.256297239690681,9.446676517076376,6.776506992372183,6.293419278846481,6.776506992372183,4.61512051684126,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.272999558563747,1,6.037870919922137,0,0.0,0,0,0.0,11.944064817531656,3,3,3,3.0,3.0,2,3,93,58,59.0,58,1
845,845,846,85,RL,71.0,16647,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,1,TA,6,Min2,2,Basment,1975.0,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,171000,7.43955930913332,9.720045368073471,7.43955930913332,0.0,0.0,4.276666119016055,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1390,7.237778191923443,12.049424683420915,3,3,3,4.0,3.0,4,3,32,26,32.0,26,1
846,846,847,60,RL,75.0,9317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,GasA,Ex,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,Gd,7,Typ,1,Attchd,1993.0,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,0,7,2009,WD,Normal,213000,7.4821189235521155,9.139703292376742,6.914730892718563,6.646390514847729,5.429345628954441,4.330733340286331,4.927253685157205,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.262690188904886,1,5.459585514144159,1,4.290459441148391,1,513,6.2422232654551655,12.269052139516223,3,4,3,4.0,3.0,1,4,16,16,16.0,16,1
847,847,848,20,RL,36.0,15523,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,Attchd,1972.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,133500,6.762729506931879,9.650142492488797,6.762729506931879,0.0,6.003887067106539,3.6109179126442243,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,460,6.133398042996649,11.80186424743109,3,3,3,3.0,3.0,3,3,37,37,37.0,37,1
848,848,849,50,RL,75.0,45600,Pave,,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,GasA,TA,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,1,Detchd,1908.0,Unf,2,360,Fa,TA,Y,486,40,0,0,175,0,0,9,2008,WD,Normal,240000,7.765993079407675,10.727684925086583,7.176254532017144,6.9584483932976555,6.811244378601294,4.330733340286331,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.170483995038151,0,0.0,1,6.18826412308259,1,3.713572066704308,0,0,0.0,12.388398368982115,3,3,3,3.0,3.0,1,2,100,11,100.0,11,1
849,849,850,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,0,8,2007,WD,Normal,187000,7.526178913346146,9.169622538697624,6.9985096422506015,6.635946555686647,6.270988431858299,4.394449154672439,5.8888779583328805,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.736198448394496,1,4.61512051684126,1,0,0.0,12.138869243416009,3,4,4,3.0,3.0,1,4,31,13,31.0,13,1
850,850,851,120,RM,36.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,131500,6.744059186311348,8.397508348470257,6.744059186311348,0.0,5.247024072160486,3.6109179126442243,5.14166355650266,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.948759890378168,0,0.0,1,659,6.492239835020471,11.78676973513378,3,4,3,4.0,3.0,3,4,4,4,4.0,4,1
851,851,852,120,RL,43.0,3196,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,0,5,2006,WD,Normal,215000,7.284134806195205,8.069968149059841,7.284134806195205,0.0,7.149916836132109,3.784189633918261,3.713572066704308,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.969813299576001,1,3.044522437723423,1,0,0.0,12.278397958261774,3,4,3,4.0,3.0,4,4,3,3,3.0,3,1
852,852,853,75,RL,53.0,7128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,0,8,2007,WD,Normal,164000,7.4067107301776405,8.871926251117628,6.823286122355687,6.591673732008658,6.318968113746434,3.9889840465642745,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.844187086458591,0,0.0,0,0.0,0,0.0,0,364,5.8998973535824915,12.00762780434872,3,3,4,3.0,3.0,1,4,66,57,66.0,57,1
853,853,854,80,RL,73.0,12095,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,0,8,2009,WD,Normal,158000,7.27655640271871,9.400630098419315,7.27655640271871,0.0,6.335054251498059,4.30406509320417,4.7535901911063645,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.198497031265826,0,0.0,1,564,6.336825731146441,11.970356641102999,3,3,4,3.0,3.0,4,3,45,45,45.0,45,1
854,854,855,20,RL,102.0,17920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,0,7,2006,WD,Abnorml,170000,7.484368643286131,9.793728488543389,7.484368643286131,0.0,5.921578419643816,4.634728988229636,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.746203190540153,0,0.0,0,0.0,1,6.037870919922137,0,1391,7.238496840894365,12.04355959836804,3,3,3,3.0,3.0,2,4,51,32,51.0,32,1
855,855,856,20,RL,71.0,6897,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,0,4,2010,WD,Normal,127000,6.947937068614969,8.838986793496787,6.947937068614969,0.0,5.945420608606575,4.276666119016055,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.653960350157523,0,659,6.492239835020471,11.751950239425476,3,3,4,3.0,3.0,1,3,48,0,48.0,0,1
856,856,857,80,RL,70.0,10970,Pave,,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,0,10,2008,WD,Normal,147000,6.934397209928558,9.30301070681749,6.934397209928558,0.0,0.0,4.2626798770413155,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.5553480614894135,0,0.0,0,0.0,0,940,6.846943139585379,11.898194668458823,2,3,3,4.0,4.0,4,3,30,30,27.0,30,1
857,857,858,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,TA,6,Typ,1,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,0,3,2009,WD,Normal,174000,7.301147805856032,9.002824076547672,6.555356891810665,6.659293919683638,6.555356891810665,4.189654742026425,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.6109179126442243,0,0,0.0,12.066816325306588,3,3,3,4.0,3.0,1,4,15,14,15.0,14,1
858,858,859,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Family,152000,7.223295679562314,9.249657234353133,7.223295679562314,0.0,6.994849985833071,4.394449154672439,5.247024072160486,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,11.931642378754141,3,3,3,4.0,3.0,1,4,33,33,33.0,33,1
859,859,860,60,RL,80.0,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,0,8,2006,WD,Normal,250000,7.884199933676039,9.308374112247549,7.321849713788356,7.04141166379481,6.077642243349034,4.394449154672439,5.3981627015177525,0,0.0,0,0.0,0,0.0,0,0.0,1,5.407171771460119,0,0.0,0,0.0,1,4.189654742026425,1,619,6.429719478039138,12.429220196836383,3,3,3,3.0,3.0,2,3,38,22,38.0,22,1
